Bdl;Tpl/Str;Typ - undertyp;UNE;Spår nr;Ägare;B-klass;Mall;Benämning;Km + m fr;Km + m ti;OFP-Bes.
417;HRBG;Spårväxel - EV-SJ43-5,9-1:9;;422;Öst;B1;Ja;8;2+  31;2+  48;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;201;Öst;B2;Ja;362;2+  24;2+  42;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;212;Öst;B2;Ja;368;2+  15;2+  27;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;203;Öst;B2;Ja;342;1+ 988;2+   3;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;201;Öst;B2;Ja;340;1+ 976;1+ 988;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;252;Öst;B2;Ja;344;1+ 959;1+ 976;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;206;Öst;B2;Ja;367;1+ 957;1+ 968;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;206;Öst;B2;Ja;366;1+ 945;1+ 957;2012-11-01
417;HRBG;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;205;Öst;B2;Ja;361/360;1+ 928;1+ 945;2012-11-01
417;HRBG;Spårväxel - EV-SJ41-4,5-1:9;;420;Väst;B1;Ja;9;1+ 904;1+ 922;2012-11-01
417;HRBG;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;206;Öst;B2;Ja;359/358;1+ 886;1+ 904;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;206;Öst;B2;Ja;348;1+ 863;1+ 875;2012-11-01
417;HRBG;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;207;Öst;B2;Ja;357/356;1+ 846;1+ 863;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-5,9-1:9;;213;Öst;B2;Ja;353a;1+ 821;1+ 832;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-5,9-1:9;;205;Öst;B2;Ja;347;1+ 812;1+ 823;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;208;Öst;B2;Ja;354;1+ 805;1+ 823;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-5,9-1:9;;205;Öst;B2;Ja;346;1+ 800;1+ 812;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;350-352;Öst;B2;Ja;352;1+ 766;1+ 783;2012-11-01
417;HRBG;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;210;Öst;B2;Ja;350/351;1+ 712;1+ 730;2012-11-01
417;HRBG;Spårväxel - EV-SJ43-5,9-1:9;;;Öst;B1;Ja;825;1+ 383;1+ 394;2012-11-01
417;HRBG;Spårväxel - SPK-SJ50-1:4,44;;;Väst;B1;Ja;823/825;1+ 330;1+ 330;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-300-1:9;;ut 1;Väst;B1;Ja;823;1+ 298;1+ 316;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;ut 1;Väst;B1;Ja;822;1+ 234;1+ 246;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;201;Öst;B2;Ja;325;1+ 227;1+ 239;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;156;Väst;B1;Ja;309;1+ 194;1+ 206;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;201;Öst;B2;Ja;323;1+ 176;1+ 188;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;106;Öst;B2;Ja;309a;1+ 167;1+ 184;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;207;Öst;B2;Ja;329;1+ 148;1+ 165;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;106;Öst;B2;Ja;308b;1+ 144;1+ 155;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;201;Öst;B2;Ja;321;1+ 130;1+ 141;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;201;Öst;B2;Ja;320;1+ 110;1+ 122;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;106;Öst;B2;Ja;306;1+  97;1+ 115;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;205;Öst;B2;Ja;327;1+  96;1+ 108;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;154a;Väst;B1;Ja;307;1+  92;1+ 110;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;210;Öst;B2;Ja;335;1+  74;1+  86;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;201;Öst;B2;Ja;317;1+  57;1+  68;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;106;Öst;B2;Ja;304b;1+  50;1+  61;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;210;Öst;B2;Ja;333;1+  46;1+  63;2012-11-01
223;PL;Spårväxel - EV-SJ50-12-1:15;;1;Mitt;B3;Ja;1;553+ 636;553+ 663;2013-04-19
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;201;Öst;B2;Ja;315;1+  24;1+  36;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-8,4-1:9;;153;Öst;B2;Ja;305;1+  13;1+  25;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;209;Öst;B2;Ja;331;1+   5;1+  16;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;151;Öst;B2;Ja;302;1+   3;1+  21;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-8,4-1:9;;153;Öst;B2;Ja;1816;1+   0;1+  12;2012-11-01
417;HRBG;Spårväxel - EV-SJ50-8,4-1:9;;153;Öst;B2;Ja;1812;0+ 991;0+1002;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;201;Öst;B2;Ja;313;0+ 977;0+ 989;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;151;Öst;B2;Ja;731;0+ 964;0+ 975;2012-07-10
417;HRBG;Spårväxel - EV-SJ43-5,9-1:9;;80;Öst;B1;Ja;804;0+ 956;0+ 973;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;201;Öst;B2;Ja;312;0+ 948;0+ 966;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-5,9-1:9;;73;Öst;B2;Ja;733;0+ 868;0+ 885;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-8,4-1:9;;79;Öst;B2;Ja;1810;0+ 848;0+ 860;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-5,9-1:9;;71;Öst;B2;Ja;735;0+ 847;0+ 859;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;106;Öst;B2;Ja;301;0+ 840;0+ 852;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-5,9-1:9;;73;Öst;B2;Ja;729;0+ 833;0+ 845;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-5,9-1:9;;73;Öst;B2;Ja;727;0+ 782;0+ 793;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-8,4-1:9;;80;Öst;B2;Ja;1809;0+ 737;0+ 749;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-8,4-1:9;;hall 2an;Öst;B2;Ja;1808;0+ 718;0+ 734;2012-07-10
417;HRBG;Spårväxel - DKV-SJ43-5,4-1:9;;73;Öst;B2;Ja;721;0+ 678;0+ 696;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-8,4-1:9;;80;Öst;B2;Ja;1807;0+ 675;0+ 687;2012-07-10
417;HRBG;Spårväxel - 3V-SJ50-5,9-1:10/1:9-HH/VV;;80;Öst;B2;Ja;1805/1806;0+ 660;0+ 673;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-11-1:9;;v1;Öst;B1;Ja;1802c;0+ 602;0+ 619;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-5,9-1:9;;71;Öst;B2;Ja;719;0+ 597;0+ 609;2012-07-10
417;HRBG;Spårväxel - EV-SJ50-8,4-1:9;;80;Öst;B2;Ja;1804;0+ 596;0+ 608;2012-07-10
417;HRBG;Spårväxel - 3V-SJ50-5,9-1:9/1:9-HV/VH;;73;Öst;B2;Ja;1800/1801;0+ 576;0+ 587;2012-07-10
223;PL;Spårväxel - EV-SJ50-11-1:9;e;2;Mitt;B3;Ja;3;553+ 225;553+ 237;2013-04-19
223;PL;Spårväxel - EV-SJ50-12-1:13;e;2;Mitt;B3;Ja;6;552+ 840;552+ 861;2013-04-19
418;SÖÖ;Spårväxel - EV-BV50-300-1:9;;bv-stick;Öst;B1;Ja;136;40+ 136;40+ 153;2013-06-19
223;GÖ;Spårväxel - EV-SJ50-12-1:15;;2;Mitt;B3;Ja;1;539+ 155;539+ 181;2013-04-19
223;GÖ;Spårväxel - EV-SJ50-11-1:9;e;1;Mitt;B3;Ja;3a;538+ 612;538+ 623;2013-04-19
223;GÖ;Spårväxel - EV-BV50-600-1:15;e;1;Mitt;B3;Ja;6;538+ 362;538+ 388;2013-04-19
223;STV;Spårväxel - EV-SJ50-12-1:15;e;2;Mitt;B3;Ja;1;526+ 443;526+ 461;2013-04-19
223;STV;Spårväxel - EV-SJ50-12-1:15;e;2;Mitt;B3;Ja;6;525+ 595;525+ 613;2013-04-19
233;SKK;Spårväxel - EV-SJ50-11-1:9;e;1;Mitt;B4;Ja;21;363+ 981;363+ 993;2014-04-16
313;FGC;Spårväxel - EV-SJ50-12-1:12;e;2;Mitt;B3;Ja;1b;194+ 850;194+ 869;2013-04-17
313;FGC;Spårväxel - EV-SJ50-11-1:9;e1;11;Mitt;B3;Ja;37a;167+ 210;167+ 221;2013-04-17
313;FGC;Spårväxel - EV-SJ50-11-1:9;e1;11;Mitt;B3;Ja;33a;165+ 785;165+ 796;2013-04-17
313;FGC;Spårväxel - EV-SJ50-11-1:9;e1;11;Mitt;B3;Ja;31b;165+ 609;165+ 620;2013-04-17
313;FGC;Spårväxel - EV-SJ50-12-1:12;e1;3;Mitt;B3;Ja;1a;162+ 901;162+ 920;2013-04-16
324;GÄG;Spårväxel - EV-SJ50-11-1:9;e;2;Mitt;B3;Ja;22;61+ 809;61+ 827;2013-04-18
324;GÄG;Spårväxel - EV-SJ50-12-1:12;;1;Mitt;B3;Ja;21;61+  78;61+ 100;2013-04-18
324;RMH;Spårväxel - EV-BV50-600-1:13;e;1;Mitt;B3;Ja;22;52+ 371;52+ 393;2013-04-18
324;RMH;Spårväxel - EV-BV50-225/190-1:9;e;1;Mitt;B3;Ja;21;51+ 527;51+ 539;2013-04-18
324;ULY;Spårväxel - EV-SJ50-11-1:9;;2;Mitt;B3;Ja;22;43+ 333;43+ 351;2013-04-18
324;ULY;Spårväxel - EV-SJ50-11-1:9;e;1;Mitt;B3;Ja;21;42+ 603;42+ 615;2013-04-18
324;SLNÄ;Spårväxel - EV-SJ50-12-1:12;e;1;Mitt;B3;Ja;22;32+ 835;32+ 854;2013-04-18
324;SLNÄ;Spårväxel - EV-SJ50-11-1:9;e;1;Mitt;B3;Ja;21;32+  67;32+  79;2013-04-18
418;MSJ;Spårväxel - EV-SJ50-300-1:9;;3;Öst;B1;Ja;133;30+ 278;30+ 295;2013-06-19
325;GG;Spårväxel - EV-SJ50-12-1:15;e;1;Mitt;B3;Ja;22;86+ 234;86+ 253;2013-04-18
325;GG;Spårväxel - EV-SJ50-11-1:9;e;1;Mitt;B3;Ja;23;86+  70;86+  81;2013-04-18
325;GG;Spårväxel - EV-SJ50-12-1:13;e;1;Mitt;B3;Ja;21;85+ 220;85+ 243;2013-04-18
325;GG;Spårväxel - EV-SJ50-11-1:9;e;1;Mitt;B3;Ja;31;85+ 164;85+ 175;2013-04-18
325;KHY;Spårväxel - EV-BV50-300-1:9;e;2;Mitt;B3;Ja;22;78+ 758;78+ 774;2013-04-18
325;KHY;Spårväxel - EV-BV50-300-1:9;;1;Mitt;B3;Ja;21;77+ 820;77+ 837;2013-04-18
325;STL;Spårväxel - EV-SJ50-11-1:9;e;1;Mitt;B3;Ja;26;462+ 443;462+ 454;2013-04-18
325;STL;Spårväxel - EV-SJ50-11-1:9;e;1;Mitt;B3;Ja;27;462+ 353;462+ 371;2013-04-18
325;STL;Spårväxel - EV-SJ50-11-1:9;e3;3;Mitt;B3;Ja;22;106+ 311;106+ 323;2013-04-18
325;STL;Spårväxel - EV-SJ50-11-1:9;e3;3;Mitt;B3;Ja;24;106+ 204;106+ 221;2013-04-18
325;STL;Spårväxel - EV-SJ50-11-1:9;;2;Mitt;B3;Ja;25;106+  98;106+ 115;2013-04-18
325;STL;Spårväxel - EV-SJ50-12-1:15;e3;3;Mitt;B3;Ja;23;105+ 342;105+ 360;2013-04-18
325;STL;Spårväxel - EV-BV50-300-1:9;e3;3;Mitt;B3;Ja;21;105+ 266;105+ 282;2013-04-18
340;HGE;Spårväxel - EV-SJ43-10-1:12;e;;Mitt;B3;Ja;302;202+ 659;202+ 676;2013-04-18
340;SRE;Spårväxel - EV-SJ50-11-1:9;e;2;Mitt;B3;Ja;1;185+ 733;185+ 744;2013-04-18
340;SRE;Spårväxel - EV-SJ50-11-1:9;e;2;Mitt;B3;Ja;3a;185+ 211;185+ 222;2013-04-18
340;SRE;Spårväxel - EV-SJ50-11-1:9;e;2;Mitt;B3;Ja;4;184+ 940;185+   2;2013-04-18
340;VAD;Spårväxel - EV-SJ43-5,9-1:9;e;;Mitt;B3;Ja;2;176+ 637;176+ 649;2013-04-18
441;RY;Spårväxel - EV-SJ50-12-1:15;;3;Öst;B3;Ja;101;150+ 375;150+ 401;2013-04-19
441;RY;Spårväxel - EV-SJ50-12-1:15;e;2;Öst;B3;Ja;131;149+ 550;149+ 568;2013-04-19
441;BDO;Spårväxel - EV-SJ50-12-1:15;e;1;Öst;B3;Ja;101;138+ 389;138+ 416;2013-04-19
419;HPN;Spårväxel - EV-UIC60-300-1:9;;804;Öst;B2;Ja;815;203+ 398;203+ 414;
419;HPBG;Spårväxel - DKV-S54-190-1:9;;42;Öst;B1;Ja;10s;202+ 913;202+ 931;2013-11-01
419;HPN;Spårväxel - EV-UIC60-300-1:9;;stick;Öst;B2;Ja;804;202+ 735;202+ 751;
419;HPBG;Spårväxel - EV-SJ50-5,9-1:9 kryss;;41;Öst;B1;Ja;9s;202+ 631;202+ 642;2012-11-01
419;HPBG;Spårväxel - EV-SJ50-5,9-1:9 kryss;;42;Öst;B1;Ja;8s;202+ 631;202+ 642;2012-11-01
419;HPBG;Spårväxel - SPK-SJ50-1:4,44;;6s-9s;Öst;B1;Ja;9s-6s;202+ 610;202+ 610;
441;BDO;Spårväxel - EV-SJ50-12-1:15;e;1;Öst;B3;Ja;131;137+ 595;137+ 613;2013-04-19
419;HPBG;Spårväxel - EV-SJ50-5,9-1:9 kryss;;42;Öst;B1;Ja;6s;202+ 579;202+ 590;2012-11-01
419;HPBG;Spårväxel - EV-SJ50-5,9-1:9 kryss;;41;Öst;B1;Ja;7s;202+ 579;202+ 590;2012-11-01
451;GRU;Spårväxel - EV-BV50-225/190-1:9;e1;e1;Öst;B1;Ja;103;5+ 808;5+ 819;2011-04-19
627;BP;Spårväxel - EV-SJ50-12-1:15;n;2;Väst;B4;Ja;22b;131+ 107;131+ 125;2014-04-22
419;HPBG;Spårväxel - 3V-SJ50-5,9-1:9/1:9-HV/VH;;42;Öst;B1;Ja;3s/4s;202+  44;202+  62;2012-11-01
419;HPBG;Spårväxel - EV-SJ50-5,9-1:9;;39;Öst;B1;Ja;5s;201+ 978;201+ 989;2012-11-01
419;HPBG;Spårväxel - EV-SJ50-5,9-1:9;;38;Öst;B1;Ja;2s;201+ 949;201+ 967;2012-11-01
419;HPBG;Spårväxel - EV-SJ50-5,9-1:9;;38;Öst;B1;Ja;1s;201+ 869;201+ 887;2012-11-01
419;HPBG;Spårväxel - EV-SJ50-5,9-1:9;;37;Öst;B1;Ja;107;201+ 669;201+ 681;2008-03-28
627;BP;Spårväxel - EV-SJ50-12-1:15;u;3;Väst;B4;Ja;22a;131+  20;131+  39;2014-04-22
627;BP;Spårväxel - EV-SJ50-12-1:15;;24a-24b;Väst;B4;Ja;24b;130+ 907;130+ 933;2014-04-22
627;BP;Spårväxel - EV-SJ50-12-1:15;n;2;Väst;B4;Ja;24a;130+ 847;130+ 866;2014-04-22
627;BP;Spårväxel - EV-SJ50-11-1:9;n;2;Väst;B4;Ja;32b;130+ 803;130+ 814;2014-04-22
627;BTP;Spårväxel - EV-SJ50-12-1:15;u;2;Väst;B4;Ja;22b;141+ 441;141+ 460;2014-04-22
627;BTP;Spårväxel - EV-SJ50-12-1:15;n;1;Väst;B4;Ja;22a;141+ 358;141+ 376;2014-04-22
627;BTP;Spårväxel - EV-SJ50-12-1:15;n;1;Väst;B4;Ja;21b;141+ 338;141+ 356;2014-04-22
627;BTP;Spårväxel - EV-SJ50-12-1:15;u;2;Väst;B4;Ja;21a;141+ 252;141+ 270;2014-04-22
419;HPBG;Spårväxel - EV-UIC60-1200-1:18,5;n2;5;Öst;B3;Ja;109;200+ 213;200+ 245;2014-10-29
627;EA;Spårväxel - EV-SJ50-11-1:9;;skysp;Väst;B4;Ja;106;164+  28;164+  45;2014-04-22
627;EA;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Väst;B4;Ja;105;163+ 745;163+ 778;2014-04-22
627;EA;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Väst;B4;Ja;104;163+ 693;163+ 725;2014-04-22
627;EA;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Väst;B4;Ja;103;163+ 577;163+ 609;2014-04-22
627;EA;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Väst;B4;Ja;102;163+ 524;163+ 557;2014-04-22
627;EA;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Väst;B4;Ja;101;163+ 409;163+ 442;2014-04-22
627;FABP;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Väst;B4;Ja;116;108+ 204;108+ 236;2014-04-22
627;FABP;Spårväxel - EV-UIC60-1200-1:18,5;u;3;Väst;B4;Ja;115;108+  94;108+ 126;2014-04-22
419;HPBG;Spårväxel - EV-SJ50-11-1:9;;21;Väst;B1;Ja;rala2;199+ 972;199+ 983;2013-11-01
627;FABP;Spårväxel - EV-UIC60-1200-1:18,5;u;3;Väst;B4;Ja;114;108+  41;108+  74;2014-04-22
627;FABP;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Väst;B4;Ja;113;107+ 920;107+ 953;2014-04-22
419;HPBG;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;179-180;Öst;B1;Ja;180/181;199+ 928;199+ 946;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-11-1:9;;20;Väst;B1;Ja;rala1;199+ 923;199+ 935;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-12-1:12;e2;101;Öst;B2;Ja;101;199+ 902;199+ 921;2013-11-01
627;FABP;Spårväxel - EV-UIC60-760-1:15;n;2;Väst;B4;Ja;112;107+ 883;107+ 908;2014-04-22
627;FABP;Spårväxel - EV-BV50-225/190-1:9;;1;Väst;B4;Ja;111;107+ 809;107+ 821;2014-04-22
627;FABP;Spårväxel - EV-UIC60-760-1:15;;4;Väst;B4;Ja;110;107+ 775;107+ 804;2014-04-22
627;FABP;Spårväxel - EV-BV50-225/190-1:9;;1;Väst;B4;Ja;122b;107+ 747;107+ 759;2014-04-22
627;FABP;Spårväxel - EV-BV50-225/190-1:9;;4;Väst;B4;Ja;109;107+ 731;107+ 742;2014-04-22
627;FABP;Spårväxel - EV-BV50-225/190-1:9;;4;Väst;B4;Ja;108;107+ 313;107+ 325;2014-04-22
627;FABP;Spårväxel - EV-UIC60-760-1:15;u;3;Väst;B4;Ja;107;107+ 251;107+ 280;2014-04-22
419;HPBG;Spårväxel - EV-SJ50-300-1:9;;6;Öst;B3;Ja;191;199+ 804;199+ 821;2014-10-29
627;FABP;Spårväxel - EV-UIC60-760-1:15;u;3;Väst;B4;Ja;106;107+ 160;107+ 185;2014-04-22
627;FABP;Spårväxel - EV-UIC60-760-1:15;n;2;Väst;B4;Ja;105;107+  87;107+ 116;2014-04-22
419;HPBG;Spårväxel - EV-SJ50-11-1:9;;8;Väst;B1;Ja;1;199+ 740;199+ 751;2008-03-28
627;FABP;Spårväxel - EV-BV50-190-1:9;;1;Väst;B4;Ja;104;107+  11;107+  29;2014-04-22
419;HPBG;Spårväxel - EV-SJ50-5,9-1:9;;9;Väst;B1;Ja;2;199+ 705;199+ 716;2008-03-28
419;HPBG;Spårväxel - EV-SJ50-5,9-1:9;;10;Väst;B1;Ja;3;199+ 670;199+ 682;2008-03-28
419;HPBG;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;12;Öst;B1;Ja;4/5;199+ 612;199+ 629;2008-03-28
627;FABP;Spårväxel - EV-UIC60-760-1:15;n;2;Väst;B4;Ja;103;106+ 943;106+ 968;2014-04-22
627;FABP;Spårväxel - EV-UIC60-760-1:15;n;2;Väst;B4;Ja;102;106+ 905;106+ 930;2014-04-22
627;FABP;Spårväxel - EV-UIC60-760-1:15;u;3;Väst;B4;Ja;101;106+ 818;106+ 843;2014-04-22
627;FÅ;Spårväxel - EV-UIC60-760-1:15;n;2;Väst;B4;Ja;112;51+ 730;51+ 758;2014-04-24
627;FÅ;Spårväxel - EV-UIC60-760-1:15;u;3;Väst;B4;Ja;111;51+ 665;51+ 690;2014-04-24
627;FÅ;Spårväxel - EV-UIC60-760-1:15;u;3;Väst;B4;Ja;102;51+ 179;51+ 205;2014-04-24
627;FÅ;Spårväxel - EV-UIC60-760-1:15;n;2;Väst;B4;Ja;101;51+  88;51+ 113;2014-04-24
419;HPBG;Spårväxel - EV-SJ50-300-1:9;;1;Öst;B2;Ja;151;199+ 321;199+ 338;2013-11-01
419;HPBG;Spårväxel - EV-SJ50-11-1:9;;8-7;Öst;B1;Ja;7;199+ 288;199+ 299;2008-03-28
419;HPBG;Spårväxel - EV-SJ50-11-1:9;;9-8;Öst;B1;Ja;8;199+ 253;199+ 264;2008-03-28
627;HAA;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Väst;B4;Ja;104;85+  80;85+ 112;2014-04-24
419;HPBG;Spårväxel - EV-SJ50-11-1:9;;8;Öst;B1;Ja;9;199+ 216;199+ 227;2013-11-01
419;HPBG;Spårväxel - EV-BV50-300-1:9;;1;Öst;B2;Ja;126;199+ 201;199+ 217;2014-10-28
627;HAA;Spårväxel - EV-UIC60-1200-1:18,5;e;1;Väst;B4;Ja;103;84+ 145;84+ 177;2014-04-24
627;HE;Spårväxel - EV-UIC60-1200-1:18,5;u;1;Väst;B4;Ja;104;119+ 387;119+ 420;2014-04-22
627;HE;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Väst;B4;Ja;103;119+ 272;119+ 304;2014-04-22
627;HE;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Väst;B4;Ja;102;119+ 220;119+ 252;2014-04-22
627;HE;Spårväxel - EV-UIC60-1200-1:18,5;u;1;Väst;B4;Ja;101;119+ 136;119+ 169;2014-04-22
627;LEK;Spårväxel - EV-UIC60-760-1:15;n;3;Väst;B4;Ja;108;41+ 815;41+ 844;2014-04-24
627;LEK;Spårväxel - EV-UIC60-760-1:15;u;2;Väst;B4;Ja;107;41+ 750;41+ 775;2014-04-24
627;LEK;Spårväxel - EV-UIC60-760-1:15;u;2;Väst;B4;Ja;106;41+ 676;41+ 705;2014-04-24
627;LEK;Spårväxel - EV-UIC60-760-1:15;u;2;Väst;B4;Ja;103;40+ 770;40+ 796;2014-04-24
627;LEK;Spårväxel - EV-UIC60-760-1:15;u;2;Väst;B4;Ja;102;40+ 696;40+ 725;2014-04-24
627;LEK;Spårväxel - EV-UIC60-760-1:15;n;3;Väst;B4;Ja;101;40+ 633;40+ 658;2014-04-24
627;TEO;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Väst;B4;Ja;105;102+ 689;102+ 722;2014-04-24
627;TEO;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Väst;B4;Ja;104;102+ 546;102+ 578;2014-04-24
627;TEO;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Väst;B4;Ja;103;102+ 430;102+ 462;2014-04-24
627;TEO;Spårväxel - EV-UIC60-1200-1:18,5;n;1;Väst;B4;Ja;102;102+ 379;102+ 411;2014-04-24
627;TEO;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Väst;B4;Ja;101;102+ 263;102+ 296;2014-04-24
627;TYE;Spårväxel - EV-UIC60-1200-1:18,5;n;3;Väst;B4;Ja;108;94+ 462;94+ 494;2014-04-24
627;TYE;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Väst;B4;Ja;107;94+ 345;94+ 378;2014-04-24
420;K;Spårväxel - EV-UIC60-760-1:15;n1;5;Öst;B3;Ja;148;135+ 350;135+ 375;2014-08-15
627;TYE;Spårväxel - EV-UIC60-760-1:15;u;2;Väst;B4;Ja;106;94+ 272;94+ 301;2014-04-24
627;TYE;Spårväxel - EV-UIC60-760-1:15;u;2;Väst;B4;Ja;103;93+ 448;93+ 473;2014-04-24
420;K;Spårväxel - EV-UIC60-760-1:15;u1;4;Öst;B3;Ja;147;135+ 257;135+ 283;2014-08-15
627;TYE;Spårväxel - EV-UIC60-1200-1:18,5;u;2;Väst;B4;Ja;102;93+ 395;93+ 428;2014-04-24
627;TYE;Spårväxel - EV-UIC60-1200-1:18,5;n;3;Väst;B4;Ja;101;93+ 312;93+ 345;2014-04-24
627;VB;Spårväxel - EV-UIC60-300-1:9;e;4;Väst;B4;Ja;444;77+ 462;77+ 479;2014-04-24
627;VB;Spårväxel - EV-SJ50-11-1:9;e;4;Väst;B4;Ja;438;77+ 371;77+ 382;2014-04-24
627;VB;Spårväxel - EV-UIC60-300-1:9;;5;Väst;B4;Ja;405;76+ 545;76+ 562;2014-04-24
627;VB;Spårväxel - EV-SJ50-11-1:9;e;4;Väst;B4;Ja;404;76+ 510;76+ 521;2014-04-24
627;VB;Spårväxel - EV-SJ50-11-1:9;;403-404;Väst;B4;Ja;403;76+ 465;76+ 482;2014-04-24
627;VB;Spårväxel - EV-BV50-600-1:15;;401-402;Väst;B4;Ja;402;76+ 236;76+ 263;2014-04-24
627;VB;Spårväxel - EV-BV50-225/190-1:9;u;4;Väst;B4;Ja;401;76+ 132;76+ 144;2014-04-24
627;VB;Spårväxel - EV-UIC60-760-1:15;e2;2n;Väst;B4;Ja;400;215+ 780;215+ 805;2014-04-24
420;K;Spårväxel - EV-UIC60-300-1:9;;1;Öst;B2;Ja;129;134+ 109;134+ 126;2011-10-17
627;VRÖ;Spårväxel - EV-UIC60-760-1:15;n;3;Väst;B4;Ja;108;62+ 324;62+ 353;2014-04-24
627;VRÖ;Spårväxel - EV-UIC60-760-1:15;u;2;Väst;B4;Ja;107;62+ 260;62+ 285;2014-04-24
420;K;Spårväxel - EV-SJ50-11-1:9;;6;Öst;B1;Ja;7;133+ 485;133+ 497;2011-10-17
420;K;Spårväxel - EV-SJ43-5,9-1:9;;10;Öst;B1;Ja;8;133+ 449;133+ 461;
420;K;Spårväxel - EV-SJ50-11-1:9;;10;Öst;B1;Ja;9;133+ 418;133+ 429;2011-10-17
627;VRÖ;Spårväxel - EV-UIC60-760-1:15;u;2;Väst;B4;Ja;106;62+ 215;62+ 240;2014-04-24
420;K;Spårväxel - EV-UIC60-300-1:9;;1;Öst;B2;Ja;114;133+ 336;133+ 353;2011-10-17
627;VRÖ;Spårväxel - EV-UIC60-760-1:15;u;2;Väst;B4;Ja;103;61+ 263;61+ 289;2014-04-24
